name,org,url,id,Label,citations,h_index,study_field
giuseppe contissa,University of Bologna,https://scholar.google.com/citations?hl=it&user=K-wDiUsAAAAJ,393,giuseppe contissa - University of Bologna - [],767,13,[]
massimo mecella,Sapienza Università di Roma,https://scholar.google.com/citations?hl=it&user=x844E6sAAAAJ,394,"massimo mecella - Sapienza Università di Roma - ['information systems engineering', 'web services', 'business process management', 'ubiquitous systems', 'smart environments']",8210,42,"['information systems engineering', 'web services', 'business process management', 'ubiquitous systems', 'smart environments']"
iacopo masi,Sapienza University of Rome,https://scholar.google.com/citations?hl=it&user=t4zrDEAAAAAJ,395,iacopo masi - Sapienza University of Rome - ['Computer Vision'],5068,23,['Computer Vision']
alessandra russo,University of Catania,https://scholar.google.com/citations?hl=it&user=bwARKEIAAAAJ,396,"alessandra russo - University of Catania - ['medicinal plants', 'nutraceuticals', 'cancer', 'apoptosis', 'oxidative stress']",8030,48,"['medicinal plants', 'nutraceuticals', 'cancer', 'apoptosis', 'oxidative stress']"
mattia ceccarelli,University of Bologna,https://scholar.google.com/citations?hl=it&user=3oDzCvMAAAAJ,397,"mattia ceccarelli - University of Bologna - ['Machine Learning', 'Deep Learning', 'Data Science']",26,3,"['Machine Learning', 'Deep Learning', 'Data Science']"
robert hendley,University of Birmingham,https://scholar.google.com/citations?hl=it&user=9KywR_cAAAAJ,398,robert hendley - University of Birmingham - [],2080,19,[]
maxime mulamba,"PhD Researcher, Vrije Universiteit Brussel - KU Leuven",https://scholar.google.com/citations?hl=it&user=SxpKsuIAAAAJ,399,"maxime mulamba - PhD Researcher, Vrije Universiteit Brussel - KU Leuven - ['Artificial Intelligence', 'Combinatorial Optimization', 'Machine Learning', 'Neuro-Symbolic AI']",103,5,"['Artificial Intelligence', 'Combinatorial Optimization', 'Machine Learning', 'Neuro-Symbolic AI']"
carlos bocanegra,Northeastern University,https://scholar.google.com/citations?hl=it&user=TU2s_FAAAAAJ,400,"carlos bocanegra - Northeastern University - ['Wireless communications', 'Software Defined Radios', 'Real-time systems', 'Heterogeneous networks', 'Machine Learning']",215,7,"['Wireless communications', 'Software Defined Radios', 'Real-time systems', 'Heterogeneous networks', 'Machine Learning']"
giuseppe cota,"Assistant Professor, University of Parma",https://scholar.google.com/citations?hl=it&user=OqD5XwcAAAAJ,401,"giuseppe cota - Assistant Professor, University of Parma - ['Artificial Intelligence', 'Machine Learning', 'Semantic Web']",335,11,"['Artificial Intelligence', 'Machine Learning', 'Semantic Web']"
antonio loureiro,Universidade Federal de Minas Gerais,https://scholar.google.com/citations?hl=it&user=GOGlTIMAAAAJ,402,"antonio loureiro - Universidade Federal de Minas Gerais - ['Distributed Systems', 'Ubiquitous Computing', 'Sensor Networks', 'Distributed Algorithms', 'Embedded Systems']",20663,70,"['Distributed Systems', 'Ubiquitous Computing', 'Sensor Networks', 'Distributed Algorithms', 'Embedded Systems']"
vincent danos,Ecole Normale Supérieure,https://scholar.google.com/citations?hl=it&user=Q0aaJVUAAAAJ,403,"vincent danos - Ecole Normale Supérieure - ['financial contracts', 'computational systems biology', 'complex systems', 'probabilistic systems and models']",8313,44,"['financial contracts', 'computational systems biology', 'complex systems', 'probabilistic systems and models']"
salvatore rinzivillo,CNR,https://scholar.google.com/citations?hl=it&user=SEJQSaAAAAAJ,404,"salvatore rinzivillo - CNR - ['Data Mining', 'Mobility Analysis', 'Artificial Intelligence', 'Explainable AI']",4413,31,"['Data Mining', 'Mobility Analysis', 'Artificial Intelligence', 'Explainable AI']"
alessia benevento,University of Salento,https://scholar.google.com/citations?hl=it&user=us-LVKQAAAAJ,405,"alessia benevento - University of Salento - ['Multiagent Systems', 'Optimization', 'Dependence Modeling', 'Clustering']",54,2,"['Multiagent Systems', 'Optimization', 'Dependence Modeling', 'Clustering']"
alexey solovyev,University of Utah,https://scholar.google.com/citations?hl=it&user=zW0gqBUAAAAJ,406,"alexey solovyev - University of Utah - ['Formal Methods', 'Formal Verification', 'Optimization']",1811,14,"['Formal Methods', 'Formal Verification', 'Optimization']"
rohan nanda,Maastricht University,https://scholar.google.com/citations?hl=it&user=BcB7aNAAAAAJ,407,"rohan nanda - Maastricht University - ['NLP for Computational Law', 'NLP for HR Analytics', 'Text Analysis', 'Legal Informatics']",230,9,"['NLP for Computational Law', 'NLP for HR Analytics', 'Text Analysis', 'Legal Informatics']"
hugo miranda,Universidade de Lisboa,https://scholar.google.com/citations?hl=it&user=hywVBUIAAAAJ,408,hugo miranda - Universidade de Lisboa - [],1222,14,[]
lukas sigrist,Universidad Pontificia Comillas,https://scholar.google.com/citations?hl=it&user=Z7OCqrAAAAAJ,409,"lukas sigrist - Universidad Pontificia Comillas - ['Island power systems', 'stability', 'power system modeling']",1337,21,"['Island power systems', 'stability', 'power system modeling']"
alessandro adamou,"Digital Humanities Scientist, Bibliotheca Hertziana - Max Planck Institute for Art History",https://scholar.google.com/citations?hl=it&user=7Wa6FnAAAAAJ,410,"alessandro adamou - Digital Humanities Scientist, Bibliotheca Hertziana - Max Planck Institute for Art History - ['Semantic Web', 'Digital Humanities', 'Intangible Cultural Heritage', 'Linked Data', 'Knowledge Graphs']",411,9,"['Semantic Web', 'Digital Humanities', 'Intangible Cultural Heritage', 'Linked Data', 'Knowledge Graphs']"
ambra molesini,Alma Mater Studiorum-Università di Bologna,https://scholar.google.com/citations?hl=it&user=k2dOHJkAAAAJ,411,"ambra molesini - Alma Mater Studiorum-Università di Bologna - ['Software Engineering', 'Agent-Oriented Software Engineering', 'Method Engineering', 'Modelling']",598,14,"['Software Engineering', 'Agent-Oriented Software Engineering', 'Method Engineering', 'Modelling']"
livio robaldo,University of Luxembourg,https://scholar.google.com/citations?hl=it&user=QJokx7YAAAAJ,412,"livio robaldo - University of Luxembourg - ['Legal Informatics', 'Natural Language Processing', 'Natural Language Semantics']",2158,24,"['Legal Informatics', 'Natural Language Processing', 'Natural Language Semantics']"
nicola ferro,University of Padua,https://scholar.google.com/citations?hl=it&user=MP_m6wgAAAAJ,413,"nicola ferro - University of Padua - ['information retrieval', 'digital libraries', 'databases']",5358,35,"['information retrieval', 'digital libraries', 'databases']"
martin aumüller,IT University of Copenhagen,https://scholar.google.com/citations?hl=it&user=TNJYIYoAAAAJ,416,"martin aumüller - IT University of Copenhagen - ['Algorithms', 'Algorithm Engineering', 'Similarity Search']",766,13,"['Algorithms', 'Algorithm Engineering', 'Similarity Search']"
fabrizio montesi,University of Southern Denmark,https://scholar.google.com/citations?hl=it&user=zRA6uA4AAAAJ,417,"fabrizio montesi - University of Southern Denmark - ['Programming Languages', 'Choreographic Programming', 'Concurrency Theory', 'Microservices', 'Session Types']",4252,30,"['Programming Languages', 'Choreographic Programming', 'Concurrency Theory', 'Microservices', 'Session Types']"
angelo montanari,Univ. of Udine,https://scholar.google.com/citations?hl=it&user=5NV6ySIAAAAJ,418,"angelo montanari - Univ. of Udine - ['theoretical computer science', 'artificial intelligence', 'databases']",6019,38,"['theoretical computer science', 'artificial intelligence', 'databases']"
cristian molinaro,University of Calabria,https://scholar.google.com/citations?hl=it&user=UdYMo0gAAAAJ,419,cristian molinaro - University of Calabria - [],1044,19,[]
stefano bistarelli,University of Perugia,https://scholar.google.com/citations?hl=it&user=oXqFHxcAAAAJ,420,"stefano bistarelli - University of Perugia - ['cybersecurity', 'artificial intelligence', 'constraint reasoning', 'Argumentation', 'blockchain technology']",5560,32,"['cybersecurity', 'artificial intelligence', 'constraint reasoning', 'Argumentation', 'blockchain technology']"
ross mounce,"Director of Open Access Programmes, Arcadia Fund",https://scholar.google.com/citations?hl=it&user=JdvARo4AAAAJ,421,"ross mounce - Director of Open Access Programmes, Arcadia Fund - ['Biodiversity Informatics', 'Cladistics', 'Evolutionary Biology', 'Phylogenetics', 'Open Data']",835,12,"['Biodiversity Informatics', 'Cladistics', 'Evolutionary Biology', 'Phylogenetics', 'Open Data']"
darío garigliotti,University of Bergen,https://scholar.google.com/citations?hl=it&user=eVutJvEAAAAJ,422,"darío garigliotti - University of Bergen - ['Artificial Intelligence', 'Natural Language Processing', 'Information Retrieval']",242,7,"['Artificial Intelligence', 'Natural Language Processing', 'Information Retrieval']"
giuseppe portale,"Assistant Professor, Zernike Institute for Advanced Materials, University of Groninen (NL)",https://scholar.google.com/citations?hl=it&user=pgtucL4AAAAJ,423,"giuseppe portale - Assistant Professor, Zernike Institute for Advanced Materials, University of Groninen (NL) - ['Polymer Physics', 'Macromolecular Science', 'Nanoparticles', 'Soft Condensed Matter', 'Thin films']",9795,52,"['Polymer Physics', 'Macromolecular Science', 'Nanoparticles', 'Soft Condensed Matter', 'Thin films']"
george trimponias,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=9AnPDbQAAAAJ,424,"george trimponias - Affiliazione sconosciuta - ['Algorithms', 'ML/AI', 'Deep Learning', 'Optimization']",311,9,"['Algorithms', 'ML/AI', 'Deep Learning', 'Optimization']"
marco furini,Università di Modena e Reggio Emilia,https://scholar.google.com/citations?hl=it&user=9si02IgAAAAJ,425,"marco furini - Università di Modena e Reggio Emilia - ['Multimedia', 'Social', 'Learning', 'Networking']",2051,27,"['Multimedia', 'Social', 'Learning', 'Networking']"
giovanni ciatto,University of Bologna,https://scholar.google.com/citations?hl=it&user=pLlROlkAAAAJ,426,"giovanni ciatto - University of Bologna - ['Logic Programming', 'XAI', 'Artificial Intelligence', 'Software Engineering']",745,15,"['Logic Programming', 'XAI', 'Artificial Intelligence', 'Software Engineering']"
antonis papachristodoulou,University of Oxford,https://scholar.google.com/citations?hl=it&user=hPORM7EAAAAJ,427,"antonis papachristodoulou - University of Oxford - ['Control Theory', 'Networked Systems', 'Control', 'Synthetic Biology', 'Systems Biology']",10854,52,"['Control Theory', 'Networked Systems', 'Control', 'Synthetic Biology', 'Systems Biology']"
anna sofia lippolis,"University of Bologna, ISTC-CNR",https://scholar.google.com/citations?hl=it&user=byf1KiQAAAAJ,429,"anna sofia lippolis - University of Bologna, ISTC-CNR - []",3,1,[]
charlie hargood,Bournemouth University,https://scholar.google.com/citations?hl=it&user=yK14hZMAAAAJ,430,"charlie hargood - Bournemouth University - ['Computer Science', 'Narrative Systems', 'Hypertext', 'Mixed Reality', 'Game Design']",1052,16,"['Computer Science', 'Narrative Systems', 'Hypertext', 'Mixed Reality', 'Game Design']"
peter mcburney,King's College London,https://scholar.google.com/citations?hl=it&user=mInKMwYAAAAJ,431,"peter mcburney - King's College London - ['Blockchains', 'Distributed  Ledgers', 'Cryptocurrencies', 'Multi-Agent Systems']",10977,51,"['Blockchains', 'Distributed  Ledgers', 'Cryptocurrencies', 'Multi-Agent Systems']"
alan bourke,Novartis,https://scholar.google.com/citations?hl=it&user=2qbcVpMAAAAJ,432,"alan bourke - Novartis - ['Gait analysis', 'activity classification', 'fall-detection', 'human movement measurement', 'wearable sensors']",5930,30,"['Gait analysis', 'activity classification', 'fall-detection', 'human movement measurement', 'wearable sensors']"
rocco tripodi,Ca' Foscari University of Venice,https://scholar.google.com/citations?hl=it&user=2QWuyR4AAAAJ,433,"rocco tripodi - Ca' Foscari University of Venice - ['NLP', 'Machine Learning', 'Artificial Intelligence']",439,13,"['NLP', 'Machine Learning', 'Artificial Intelligence']"
christof fetzer,TU Dresden,https://scholar.google.com/citations?hl=it&user=H7v4UbgAAAAJ,434,"christof fetzer - TU Dresden - ['dependability', 'SGX', 'distributed systems', 'cloud computing']",12205,57,"['dependability', 'SGX', 'distributed systems', 'cloud computing']"
fabian mentzer,Google,https://scholar.google.com/citations?hl=it&user=R80F8XUAAAAJ,435,"fabian mentzer - Google - ['Computer Vision', 'Compression', 'Neural Compression']",2917,15,"['Computer Vision', 'Compression', 'Neural Compression']"
india morrison,Linköping University,https://scholar.google.com/citations?hl=it&user=r6EoxbsAAAAJ,436,india morrison - Linköping University - ['Human social and sensorimotor neuroscience'],5840,24,['Human social and sensorimotor neuroscience']
jonatan hamberg,University of Helsinki,https://scholar.google.com/citations?hl=it&user=qOLiAswAAAAJ,437,jonatan hamberg - University of Helsinki - ['Computer Science'],138,5,['Computer Science']
francesco ubertini,Professor of Structural Mechanics,https://scholar.google.com/citations?hl=it&user=sKqt1vwAAAAJ,440,"francesco ubertini - Professor of Structural Mechanics - ['Structural Mechanics', 'Computational Mechanics', 'Mechanics of Materials', 'Civil Engineering']",3687,34,"['Structural Mechanics', 'Computational Mechanics', 'Mechanics of Materials', 'Civil Engineering']"
frederick ducatelle,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=zTalrDgAAAAJ,441,"frederick ducatelle - Affiliazione sconosciuta - ['artificial intelligence', 'swarm intelligence', 'robotics', 'data mining', 'meta-heuristics']",5732,20,"['artificial intelligence', 'swarm intelligence', 'robotics', 'data mining', 'meta-heuristics']"
marco billi,"Assistant Professor, Department of Rural Management & Innovation, University of Chile",https://scholar.google.com/citations?hl=it&user=ccpwMmQAAAAJ,442,"marco billi - Assistant Professor, Department of Rural Management & Innovation, University of Chile - ['gobernanza', 'cambio climático', 'resiliencia', 'seguridad hídrica-energética', 'teoría de sistemas sociales']",829,17,"['gobernanza', 'cambio climático', 'resiliencia', 'seguridad hídrica-energética', 'teoría de sistemas sociales']"
mehwish alam,"Associate Professor at Télécom Paris, Institut Polytechnique de Paris, France",https://scholar.google.com/citations?hl=it&user=11qHPf0AAAAJ,443,"mehwish alam - Associate Professor at Télécom Paris, Institut Polytechnique de Paris, France - ['Knowledge Graphs', 'Machine Learning', 'Natural Language Processing', 'Graph Mining']",762,13,"['Knowledge Graphs', 'Machine Learning', 'Natural Language Processing', 'Graph Mining']"
